mode,gap_seconds,n_samples,gap_mae,gap_rmse,full_mae,full_rmse,psnr
base,0.5,13,0.349385818036703,0.7360356209369806,0.007328631329493454,0.10637511943395321,20.592284422654373
base,1.0,36,0.4338522135383553,0.9307132206029363,0.01626993297961437,0.1796951765815417,15.533912817637125
base,2.0,49,0.503519878551668,1.079748131182729,0.033826093284451235,0.2790974745032739,11.360130134893923
base,3.0,55,0.5264441062103619,1.127156324820085,0.05283787711100145,0.35670292377471924,9.142529149488968
base,4.0,59,0.48571825734639573,1.0867387733217013,0.06370980077880924,0.39356780961408455,8.36594229229426
base,5.0,28,0.5513938356723104,1.2159645748989922,0.08658515795000962,0.48194066541535513,6.646320113113949
selective_mix_const,0.5,13,0.335917378274294,0.7068199033920581,0.00705609810896791,0.10217189659866002,21.01574310889611
selective_mix_const,1.0,36,0.37623033134473693,0.7987020769053035,0.014114565927431814,0.15417568075160185,16.721277713775635
selective_mix_const,2.0,49,0.4462414745773588,0.9291640307222094,0.029956929898839826,0.24009011237292874,12.654872952675333
selective_mix_const,3.0,55,0.5270026992667806,1.0597281206737865,0.05275224264372479,0.33504186326807195,9.704059028625489
selective_mix_const,4.0,59,0.4728041058879788,1.0012603594084917,0.062000402202040464,0.3625767862392684,8.992206452256543
selective_mix_const,5.0,28,0.5295569572065558,1.1005168003695351,0.08323034378034729,0.4362782580511911,7.386977093560355
selective_mix_late_decay,0.5,13,0.32347465936954206,0.6815537924949939,0.00678922355067558,0.09849695345530143,21.21819202716534
selective_mix_late_decay,1.0,36,0.3683535328341855,0.7766466364264488,0.013844895461160276,0.15007955022156239,16.96729591157701
selective_mix_late_decay,2.0,49,0.43984031768477694,0.909084852556793,0.0295200583296923,0.23486135649133702,12.837369840972277
selective_mix_late_decay,3.0,55,0.5231917137449438,1.0482919974760576,0.0523731722750447,0.33143447095697576,9.790850500626998
selective_mix_late_decay,4.0,59,0.46914793374174735,0.9933964913174257,0.06152129160650706,0.3597304401761394,9.056328983630165
selective_mix_late_decay,5.0,28,0.5243137931185109,1.0851578265428543,0.08241151246641364,0.43021100972379955,7.516888737678528
selective_mix_no_harm,0.5,13,0.44566193652840763,0.9073428695018475,0.009374577113283942,0.1313007756207998,18.348947011507473
selective_mix_no_harm,1.0,36,0.5875591325263182,1.1031933211618,0.022048510197136138,0.2128035920775599,13.833471881018745
selective_mix_no_harm,2.0,49,0.6452295673745019,1.1899894561086382,0.04321806400786249,0.3073883068804838,10.488010172941246
selective_mix_no_harm,3.0,55,0.6375826109539379,1.1961743311448532,0.06384429816495288,0.3781805184754458,8.641378385370428
selective_mix_no_harm,4.0,59,0.5507137078349873,1.0852721010224293,0.07222911930185254,0.3930462341187364,8.280702316154867
selective_mix_no_harm,5.0,28,0.5883959707404885,1.1660287891115462,0.09251006187072822,0.4623413990650858,6.85378680058888
selective_mix_fullgap_only,0.5,13,0.33590912732940453,0.7068297496208777,0.007055766549176321,0.10217208959735356,21.015863785376915
selective_mix_fullgap_only,1.0,36,0.37826450458831257,0.8058728526035944,0.014194718898377486,0.15560791993306744,16.647855387793648
selective_mix_fullgap_only,2.0,49,0.45820879616907667,0.9602719241259049,0.030760549959175442,0.2481344557386272,12.366412902364926
selective_mix_fullgap_only,3.0,55,0.5377309316938573,1.08183190389113,0.053831294890154494,0.3420196137645028,9.520403177087957
selective_mix_fullgap_only,4.0,59,0.4759450352798074,1.0074624156547805,0.06240934739678593,0.3648146800065445,8.933451919232384
selective_mix_fullgap_only,5.0,28,0.537642242120845,1.1129769874470574,0.08450536190399102,0.44123611812080654,7.293546233858381
selective_mix_boundary_aware,0.5,13,0.33595788220946604,0.7069331522171314,0.0070569039850782314,0.10218722889056572,21.012501349815956
selective_mix_boundary_aware,1.0,36,0.37632549016012085,0.8000796428985066,0.014118455337463982,0.15444835213323435,16.70267131593492
selective_mix_boundary_aware,2.0,49,0.4489589126742616,0.9360698938977962,0.030139178132676348,0.24187058742557252,12.586596274862485
selective_mix_boundary_aware,3.0,55,0.5265719121152704,1.0638587561520663,0.05272178091108799,0.3363513881509954,9.667780954187567
selective_mix_boundary_aware,4.0,59,0.472400445554216,1.0023835271091786,0.061946690208831076,0.36298207660852855,8.980822150990114
selective_mix_boundary_aware,5.0,28,0.5268294396145003,1.0979425396238054,0.08281426996524845,0.4352856917040689,7.424178736550467
