step,gap_score,left_score,right_score,energy,z_t_norm,z0_hat_norm
957,0.5716232657432556,0.5376772284507751,0.41192227602005005,0.12548746168613434,174.09744262695312,371.5257873535156
956,0.5713871121406555,0.5378373265266418,0.41296520829200745,0.1257287710905075,174.304931640625,369.46710205078125
955,0.5710851550102234,0.5378788709640503,0.41371938586235046,0.1259513646364212,174.510986328125,367.3128662109375
954,0.5707718133926392,0.5381955504417419,0.4140508770942688,0.12616987526416779,174.71563720703125,366.0183410644531
953,0.5707367062568665,0.5387880802154541,0.414342999458313,0.12644648551940918,174.91851806640625,365.094970703125
952,0.5709852576255798,0.5396988391876221,0.4150843620300293,0.126792311668396,175.11868286132812,363.6106262207031
951,0.5713142156600952,0.5404230356216431,0.4158473014831543,0.1271515190601349,175.31588745117188,362.3147888183594
950,0.571584939956665,0.540580689907074,0.41625088453292847,0.12748251855373383,175.51100158691406,362.22357177734375
949,0.5718405246734619,0.5404996275901794,0.41650038957595825,0.12780314683914185,175.70474243164062,362.416259765625
948,0.5720641016960144,0.5406016111373901,0.41698452830314636,0.12812624871730804,175.89671325683594,361.78021240234375
947,0.5722677707672119,0.541109025478363,0.4175695776939392,0.1284565031528473,176.0860137939453,360.7245788574219
946,0.5725463628768921,0.5419106483459473,0.41825997829437256,0.12881021201610565,176.27186584472656,359.4658203125
945,0.5730690956115723,0.542779803276062,0.4190889298915863,0.12921564280986786,176.4541015625,358.1692199707031
944,0.573548436164856,0.5433350801467896,0.41958051919937134,0.1295996904373169,176.63323974609375,357.7212219238281
943,0.5738754272460938,0.5436240434646606,0.41950950026512146,0.1299370378255844,176.80982971191406,358.3894348144531
942,0.5740724802017212,0.5440648794174194,0.41939616203308105,0.1302524358034134,176.983642578125,359.0440979003906
941,0.5743317008018494,0.5447173714637756,0.41972339153289795,0.130594864487648,177.15419006347656,358.72265625
940,0.5747799277305603,0.5454349517822266,0.4204269349575043,0.13098396360874176,177.32130432128906,357.9208068847656
939,0.5753746032714844,0.5459995269775391,0.4209061861038208,0.1313924938440323,177.48513793945312,357.52398681640625
938,0.5762536525726318,0.5465614199638367,0.42145514488220215,0.13185665011405945,177.6457061767578,357.1301574707031
937,0.5772528648376465,0.5470793843269348,0.4223613739013672,0.13235168159008026,177.8027801513672,355.70428466796875
936,0.5781670808792114,0.5477501749992371,0.42368829250335693,0.13284598290920258,177.956298828125,353.3276062011719
935,0.5788412690162659,0.5484679341316223,0.42482221126556396,0.13329283893108368,178.1063690185547,351.1806945800781
934,0.5794658064842224,0.5491911172866821,0.42551299929618835,0.1337202489376068,178.25311279296875,350.1225891113281
933,0.580184817314148,0.5498664975166321,0.4259045124053955,0.1341570019721985,178.39671325683594,350.0393371582031
932,0.5809171199798584,0.5502210855484009,0.4261212944984436,0.13458351790905,178.53775024414062,350.45703125
931,0.5815161466598511,0.5502989888191223,0.4261413812637329,0.1349724680185318,178.67678833007812,351.0440673828125
930,0.582075834274292,0.5504722595214844,0.4262266159057617,0.13535834848880768,178.81402587890625,351.13531494140625
929,0.5826994180679321,0.5508036613464355,0.42666691541671753,0.1357704997062683,178.94918823242188,350.5064697265625
928,0.5833919644355774,0.5511889457702637,0.42707711458206177,0.13619650900363922,179.08213806152344,349.9894714355469
927,0.5842139720916748,0.5516272187232971,0.4272814691066742,0.1366424858570099,179.21286010742188,350.2692565917969
926,0.5851434469223022,0.5521988868713379,0.4276306927204132,0.1371167153120041,179.34130859375,350.7410888671875
925,0.5862164497375488,0.5530833601951599,0.42850634455680847,0.1376427412033081,179.46726989746094,350.1780700683594
924,0.5873045921325684,0.5541706681251526,0.42983534932136536,0.13819225132465363,179.59056091308594,348.3010559082031
923,0.5882933139801025,0.5551353096961975,0.4310673475265503,0.13871823251247406,179.71148681640625,346.2701721191406
922,0.5891373157501221,0.5556560158729553,0.4317680597305298,0.13918878138065338,179.83102416992188,345.582275390625
921,0.5899656414985657,0.5559167265892029,0.43206050992012024,0.13963621854782104,179.94989013671875,346.36273193359375
920,0.5908330678939819,0.5562759637832642,0.43221092224121094,0.14008955657482147,180.0677947998047,347.3197326660156
919,0.5918762683868408,0.5569058060646057,0.4326986074447632,0.14059481024742126,180.18423461914062,347.244873046875
918,0.593147337436676,0.5576894283294678,0.4336283802986145,0.14116171002388,180.29920959472656,346.26239013671875
917,0.5944498181343079,0.5585101842880249,0.4346151351928711,0.14173835515975952,180.41297912597656,345.3814697265625
916,0.5955127477645874,0.5591216087341309,0.43516141176223755,0.14225038886070251,180.52590942382812,345.4209899902344
915,0.5963737964630127,0.5595864057540894,0.4353913366794586,0.1427103579044342,180.63816833496094,345.9203186035156
914,0.5973316431045532,0.5602422952651978,0.43594568967819214,0.14320582151412964,180.7494354248047,345.43115234375
913,0.5985799431800842,0.5610819458961487,0.4369407296180725,0.14377646148204803,180.85946655273438,343.9903564453125
912,0.5999265313148499,0.5617481470108032,0.43771499395370483,0.1443522870540619,180.96868896484375,343.2998352050781
911,0.6012281179428101,0.5622590184211731,0.43803825974464417,0.1448991298675537,181.07763671875,343.6248779296875
910,0.6024607419967651,0.5630193948745728,0.4385891556739807,0.14545057713985443,181.18630981445312,343.4635314941406
909,0.603613018989563,0.5640523433685303,0.4395085573196411,0.14601105451583862,181.29441833496094,342.45703125
908,0.604619026184082,0.5649374127388,0.4402546286582947,0.14653433859348297,181.4019775390625,341.77398681640625
907,0.6056203842163086,0.565537691116333,0.44083645939826965,0.14704115688800812,181.50929260253906,341.5130920410156
906,0.6067389845848083,0.5660527348518372,0.4415697455406189,0.14757223427295685,181.61648559570312,340.8450012207031
905,0.6079822778701782,0.5666000843048096,0.4422471523284912,0.148125559091568,181.72373962402344,340.13104248046875
904,0.6092033386230469,0.56712806224823,0.44249629974365234,0.1486583650112152,181.8314666748047,340.4130554199219
903,0.6102877855300903,0.567671537399292,0.44260460138320923,0.14916174113750458,181.93983459472656,341.311767578125
902,0.6112651824951172,0.5684112310409546,0.44306397438049316,0.1496671438217163,182.04867553710938,341.3429260253906
901,0.6123161315917969,0.569297730922699,0.4438903331756592,0.1502065509557724,182.1579132080078,340.5954284667969
900,0.6134495735168457,0.5699131488800049,0.4444785416126251,0.1507415771484375,182.26785278320312,340.5276184082031
899,0.6147204637527466,0.5703296661376953,0.4448387920856476,0.15128475427627563,182.37860107421875,341.1176452636719
898,0.6160192489624023,0.5709028840065002,0.44531339406967163,0.15184403955936432,182.48973083496094,341.0804748535156
897,0.6172490119934082,0.5716826915740967,0.4459303915500641,0.1524054855108261,182.60113525390625,340.3504943847656
896,0.6184177994728088,0.5724174976348877,0.4464174807071686,0.15294942259788513,182.71315002441406,339.91619873046875
895,0.6195627450942993,0.5731732249259949,0.447043240070343,0.15349623560905457,182.82603454589844,339.4495544433594
894,0.6208490133285522,0.5741603970527649,0.4480958580970764,0.15409666299819946,182.9397735595703,338.35797119140625
893,0.6221822500228882,0.5751532912254333,0.44906896352767944,0.15470348298549652,183.054443359375,337.5701599121094
892,0.623468816280365,0.5758809447288513,0.44950342178344727,0.1552685648202896,183.1702117919922,337.7895812988281
891,0.6246716380119324,0.5764898657798767,0.4497656524181366,0.1558065265417099,183.28709411621094,338.18658447265625
890,0.6258470416069031,0.57719886302948,0.45026344060897827,0.15635448694229126,183.40493774414062,337.8741455078125
889,0.62696373462677,0.5779459476470947,0.4509105682373047,0.15690073370933533,183.52381896972656,337.0198059082031
888,0.6280156970024109,0.5786256790161133,0.45155850052833557,0.15743321180343628,183.64385986328125,336.0767822265625
887,0.629014790058136,0.5793200731277466,0.45223361253738403,0.15795879065990448,183.76498413085938,335.15167236328125
886,0.6300675868988037,0.5800426602363586,0.45284196734428406,0.15849286317825317,183.88714599609375,334.5204772949219
885,0.6311769485473633,0.5807160139083862,0.45313435792922974,0.15902093052864075,184.0104217529297,334.6713562011719
884,0.6323674917221069,0.5811970829963684,0.45320722460746765,0.15954472124576569,184.1351318359375,335.59295654296875
883,0.633556604385376,0.5816582441329956,0.45344114303588867,0.16007477045059204,184.26136779785156,336.254638671875
882,0.6347760558128357,0.5823984146118164,0.45429158210754395,0.16065223515033722,184.3888702392578,335.5836181640625
881,0.6360296607017517,0.5834208130836487,0.4554559886455536,0.16126467287540436,184.51747131347656,333.92974853515625
880,0.6373414993286133,0.5843900442123413,0.45636218786239624,0.16187377274036407,184.64723205566406,332.63458251953125
879,0.6386575698852539,0.585106611251831,0.4568514823913574,0.16245244443416595,184.77847290039062,332.3641052246094
878,0.6398801803588867,0.5855250358581543,0.45700591802597046,0.1629844307899475,184.91127014160156,332.79736328125
877,0.6409251689910889,0.5858429670333862,0.4570459723472595,0.16347473859786987,185.04563903808594,333.3073425292969
876,0.6418864727020264,0.5862039923667908,0.45729225873947144,0.1639624983072281,185.1814727783203,333.4391174316406
875,0.6429102420806885,0.5866744518280029,0.4578157663345337,0.16448049247264862,185.3188018798828,333.17999267578125
874,0.6439909338951111,0.5871432423591614,0.45829400420188904,0.16500648856163025,185.45767211914062,332.9951477050781
873,0.6450281143188477,0.5875541567802429,0.45845043659210205,0.165506049990654,185.59808349609375,333.1550598144531
872,0.6460571885108948,0.58803790807724,0.4585237503051758,0.16600371897220612,185.73992919921875,333.24688720703125
871,0.6470998525619507,0.5886574983596802,0.45883816480636597,0.16652309894561768,185.8831787109375,332.93048095703125
870,0.6480185985565186,0.5891270041465759,0.4591602683067322,0.16701388359069824,186.0280303955078,332.7567443847656
869,0.6488564610481262,0.5893239378929138,0.45937657356262207,0.16747117042541504,186.17462158203125,332.9519958496094
868,0.6496638655662537,0.5895403623580933,0.459667444229126,0.1679280698299408,186.32286071777344,332.7972717285156
867,0.6505281925201416,0.5900231599807739,0.4600745439529419,0.16841518878936768,186.4725799560547,332.0786437988281
866,0.6514166593551636,0.5905365943908691,0.4603356719017029,0.16890068352222443,186.62368774414062,331.7247619628906
865,0.6522549390792847,0.5909203290939331,0.46030285954475403,0.16935503482818604,186.7762908935547,332.0485534667969
864,0.6530619859695435,0.5912084579467773,0.46034449338912964,0.16980278491973877,186.9304962158203,332.42059326171875
863,0.6538814902305603,0.5913724303245544,0.4603738784790039,0.1702452003955841,187.0863494873047,332.71636962890625
862,0.654724657535553,0.5915505290031433,0.46046769618988037,0.17069584131240845,187.24380493164062,332.8276672363281
861,0.6556006073951721,0.5920161008834839,0.460806280374527,0.17118141055107117,187.40272521972656,332.2294921875
860,0.6564799547195435,0.5927251577377319,0.46131402254104614,0.17169083654880524,187.56295776367188,331.2386779785156
859,0.6572310328483582,0.5932598114013672,0.46147871017456055,0.17214980721473694,187.72459411621094,330.82086181640625
858,0.6579167246818542,0.5935534238815308,0.46141737699508667,0.17257145047187805,187.8877716064453,331.0002136230469
857,0.6586198806762695,0.5938947200775146,0.46161770820617676,0.1730135679244995,188.05250549316406,330.82379150390625
856,0.6593379974365234,0.5941931009292603,0.46196335554122925,0.17346429824829102,188.21888732910156,330.38958740234375
855,0.6598990559577942,0.5940986275672913,0.46188122034072876,0.17384102940559387,188.38705444335938,330.7210388183594
854,0.6602743864059448,0.5937504172325134,0.4614048898220062,0.17414803802967072,188.55702209472656,331.7110595703125
853,0.6606528162956238,0.5936895608901978,0.46105533838272095,0.17447896301746368,188.7285614013672,332.1877746582031
852,0.6612424254417419,0.5941692590713501,0.4612041115760803,0.17490658164024353,188.90133666992188,331.45208740234375
851,0.6619593501091003,0.5947909355163574,0.4616515636444092,0.17538227140903473,189.07525634765625,330.1464538574219
850,0.6625872254371643,0.5951755046844482,0.46183252334594727,0.17581331729888916,189.2505340576172,329.39794921875
849,0.6630508899688721,0.5952869057655334,0.4617075026035309,0.17618189752101898,189.4273681640625,329.4248046875
848,0.663415789604187,0.5953783392906189,0.46152448654174805,0.17652878165245056,189.60577392578125,329.5638122558594
847,0.6637277603149414,0.595488429069519,0.4614052176475525,0.17687149345874786,189.78570556640625,329.5501403808594
846,0.6639954447746277,0.5955134630203247,0.4612278640270233,0.17719779908657074,189.96719360351562,329.6214904785156
845,0.6642524003982544,0.5954996943473816,0.46100324392318726,0.17751675844192505,190.1501922607422,329.7885437011719
844,0.6646376252174377,0.5955078601837158,0.4608635902404785,0.1778637319803238,190.33460998535156,329.845458984375
843,0.6650816202163696,0.5955277681350708,0.46079427003860474,0.17822548747062683,190.52037048339844,329.75323486328125
842,0.6655195355415344,0.5955973267555237,0.46067243814468384,0.17858582735061646,190.7074737548828,329.6947326660156
841,0.6658415198326111,0.5955856442451477,0.4603756070137024,0.17891022562980652,190.89593505859375,329.8403625488281
840,0.6660332679748535,0.5955473184585571,0.4600016176700592,0.17920571565628052,191.08584594726562,329.9352111816406
839,0.6662591695785522,0.5956748127937317,0.4598376750946045,0.17953062057495117,191.2770233154297,329.5320739746094
838,0.6665709018707275,0.5958962440490723,0.45990079641342163,0.17989051342010498,191.46942138671875,328.78076171875
837,0.6668282747268677,0.595927894115448,0.4597904682159424,0.18021783232688904,191.6631317138672,328.3371276855469
836,0.667015552520752,0.5958251953125,0.4595034122467041,0.1805129498243332,191.85818481445312,328.3310546875
835,0.6671581268310547,0.5957908034324646,0.45929786562919617,0.18081003427505493,192.05459594726562,328.2199401855469
834,0.6672495603561401,0.595721423625946,0.4591059982776642,0.18109692633152008,192.25244140625,328.0353088378906
833,0.6672459840774536,0.5954760313034058,0.45864027738571167,0.18133783340454102,192.45172119140625,328.13238525390625
832,0.6672310829162598,0.595232367515564,0.4581255316734314,0.18157313764095306,192.65240478515625,328.2045593261719
831,0.6673417687416077,0.5952511429786682,0.457960844039917,0.18186992406845093,192.85438537597656,327.6998596191406
830,0.6675279140472412,0.5953924059867859,0.4580475091934204,0.18220439553260803,193.05758666992188,326.9272155761719
829,0.6675417423248291,0.5953270196914673,0.4578391909599304,0.1824761927127838,193.26205444335938,326.55780029296875
828,0.6673886775970459,0.595017671585083,0.4573434889316559,0.18268375098705292,193.46780395507812,326.54827880859375
827,0.6672452688217163,0.5946807861328125,0.4568796753883362,0.18289262056350708,193.6747283935547,326.3729248046875
826,0.6671410799026489,0.5944089293479919,0.4564383625984192,0.1831134557723999,193.88275146484375,326.1143798828125
825,0.6670112013816833,0.594049870967865,0.4557943642139435,0.18330933153629303,194.09197998046875,326.3532409667969
824,0.6667787432670593,0.5935766100883484,0.4550042450428009,0.1834692656993866,194.3025360107422,326.8994140625
823,0.6665909290313721,0.593207597732544,0.45440179109573364,0.1836562156677246,194.514404296875,327.0199279785156
822,0.6664022207260132,0.5929327011108398,0.4540259540081024,0.18386507034301758,194.7274932861328,326.7716064453125
821,0.6660500764846802,0.592545211315155,0.45352059602737427,0.18402934074401855,194.94186401367188,326.75177001953125
820,0.6656026840209961,0.5920178294181824,0.4528011083602905,0.1841520369052887,195.1574249267578,327.00482177734375
819,0.6651758551597595,0.5914928317070007,0.4519388675689697,0.18426716327667236,195.37411499023438,327.1554260253906
818,0.6648241877555847,0.5909801125526428,0.4511036276817322,0.18439650535583496,195.59190368652344,327.128662109375
817,0.6645315885543823,0.5905286073684692,0.4504372775554657,0.18455132842063904,195.8108367919922,327.0177307128906
816,0.664269208908081,0.5902245044708252,0.4499760568141937,0.18473614752292633,196.0308380126953,326.78973388671875
815,0.6639876961708069,0.5899829268455505,0.44956645369529724,0.18492576479911804,196.2519073486328,326.5009460449219
814,0.6636740565299988,0.5897634625434875,0.44916749000549316,0.1851121485233307,196.47406005859375,326.2341613769531
813,0.6633310317993164,0.5895318388938904,0.4489416480064392,0.18530535697937012,196.69732666015625,325.7906188964844
812,0.6630050539970398,0.5893028378486633,0.44876861572265625,0.18550527095794678,196.9217071533203,325.1003112792969
811,0.662539005279541,0.5888822078704834,0.4481576681137085,0.18563485145568848,197.147216796875,324.65771484375
810,0.6619077920913696,0.5882790088653564,0.4471052885055542,0.1856898069381714,197.37380981445312,324.7386474609375
809,0.6612443923950195,0.5876642465591431,0.4461497366428375,0.18574495613574982,197.60150146484375,324.8850402832031
808,0.6607076525688171,0.5871966481208801,0.445534884929657,0.185856893658638,197.8302459716797,324.6888732910156
807,0.6601764559745789,0.5867766737937927,0.4449627101421356,0.185976043343544,198.05995178222656,324.4610900878906
806,0.6594070196151733,0.586033821105957,0.44389310479164124,0.1859927773475647,198.29066467285156,324.7293395996094
805,0.6583890318870544,0.5849769115447998,0.44239935278892517,0.18591094017028809,198.5224151611328,325.3795471191406
804,0.6573022603988647,0.5838590860366821,0.44092047214508057,0.1858128309249878,198.7552947998047,325.8786315917969
803,0.6562923789024353,0.5829604268074036,0.43968331813812256,0.18576158583164215,198.98922729492188,325.9815368652344
802,0.6554798483848572,0.5824066400527954,0.4387637972831726,0.18579299747943878,199.22410583496094,325.74755859375
801,0.6549220085144043,0.5821234583854675,0.4382184147834778,0.1859154999256134,199.45986938476562,325.1864013671875
800,0.6543765068054199,0.5818971991539001,0.4378899335861206,0.18606136739253998,199.69656372070312,324.50341796875
799,0.6536263227462769,0.5813987851142883,0.4372915029525757,0.1861308366060257,199.93418884277344,324.1447448730469
798,0.6526270508766174,0.5805975198745728,0.43624264001846313,0.1860993206501007,200.17283630371094,324.14044189453125
797,0.6515631675720215,0.579736590385437,0.4350505471229553,0.1860400140285492,200.41246032714844,324.08331298828125
796,0.6505457162857056,0.5789378881454468,0.4339697062969208,0.1860009729862213,200.653076171875,323.8975524902344
795,0.6494600772857666,0.5780603289604187,0.4328998923301697,0.18594445288181305,200.89471435546875,323.9422302246094
794,0.648350179195404,0.5771580934524536,0.4318408668041229,0.18588179349899292,201.13729858398438,324.0760803222656
793,0.6473279595375061,0.576413631439209,0.4308757483959198,0.18585272133350372,201.3808135986328,323.93756103515625
792,0.6463069319725037,0.5756845474243164,0.4298444390296936,0.1858186423778534,201.6251678466797,323.7113037109375
791,0.6451462507247925,0.5748541951179504,0.4285818934440613,0.18573375046253204,201.8704071044922,323.71942138671875
790,0.6439072489738464,0.5738999247550964,0.42719215154647827,0.18561427295207977,202.11651611328125,323.90093994140625
789,0.6426888704299927,0.5729729533195496,0.42583513259887695,0.18550167977809906,202.36354064941406,324.0600891113281
788,0.6414769887924194,0.5720811486244202,0.42451760172843933,0.18539509177207947,202.61143493652344,324.2113952636719
787,0.6402853727340698,0.5712553858757019,0.42326635122299194,0.18530166149139404,202.86016845703125,324.3173828125
786,0.6391802430152893,0.5705212354660034,0.4221271276473999,0.18523801863193512,203.10972595214844,324.2041931152344
785,0.6380476951599121,0.5698086023330688,0.4210658073425293,0.1851775199174881,203.36009216308594,323.9316101074219
784,0.6366247534751892,0.5688061714172363,0.41981789469718933,0.18502944707870483,203.61134338378906,323.9517517089844
783,0.6348674297332764,0.5674657821655273,0.4182274639606476,0.1847689002752304,203.8636016845703,324.5134582519531
782,0.633146345615387,0.5661293268203735,0.4165871739387512,0.18450839817523956,204.1167449951172,325.1654968261719
781,0.6318312287330627,0.56522136926651,0.41529661417007446,0.18437758088111877,204.37063598632812,325.1525573730469
780,0.630901038646698,0.5647299885749817,0.41441506147384644,0.18437805771827698,204.6251983642578,324.37408447265625
779,0.6299567222595215,0.5642356276512146,0.4136461615562439,0.1843852400779724,204.88040161132812,323.4407653808594
778,0.6289217472076416,0.5635606050491333,0.41281038522720337,0.18435576558113098,205.13636779785156,322.79608154296875
777,0.6278150081634521,0.5627676248550415,0.4118022918701172,0.18428854644298553,205.39317321777344,322.6007385253906
776,0.6263570785522461,0.5616834759712219,0.4103601574897766,0.18410101532936096,205.65081787109375,323.114013671875
775,0.624456524848938,0.5602973699569702,0.40852832794189453,0.18378132581710815,205.90936279296875,324.1008605957031
774,0.6226761341094971,0.559146523475647,0.40699249505996704,0.18352630734443665,206.168701171875,324.52227783203125
773,0.6213955283164978,0.5585859417915344,0.4060347080230713,0.18345290422439575,206.42872619628906,323.90850830078125
772,0.620229959487915,0.5580924153327942,0.4051370918750763,0.18340815603733063,206.68939208984375,323.1025695800781
771,0.6188727617263794,0.5573182106018066,0.40397006273269653,0.18328295648097992,206.9508056640625,322.8203430175781
770,0.6174882054328918,0.5563551187515259,0.4027943015098572,0.18313440680503845,207.21295166015625,322.7477111816406
769,0.6162429451942444,0.555475652217865,0.4018183946609497,0.18303224444389343,207.4759063720703,322.5783996582031
768,0.6148660778999329,0.5545622110366821,0.400793194770813,0.18290117383003235,207.7396240234375,322.5433654785156
767,0.6132601499557495,0.5535657405853271,0.39959830045700073,0.1827104538679123,208.00405883789062,322.6043701171875
766,0.6116519570350647,0.5526489019393921,0.3984004259109497,0.1825254261493683,208.2691650390625,322.4831848144531
765,0.6101024150848389,0.5517740249633789,0.3971732258796692,0.18234950304031372,208.53497314453125,322.2419738769531
764,0.6086196303367615,0.5508910417556763,0.3958158791065216,0.18216972053050995,208.80145263671875,322.08966064453125
763,0.6070711612701416,0.5498455762863159,0.39431142807006836,0.1819494366645813,209.06858825683594,322.1380615234375
762,0.6052533388137817,0.5485854148864746,0.39259961247444153,0.18164660036563873,209.33644104003906,322.40435791015625
761,0.6031754612922668,0.5472162365913391,0.3908047676086426,0.18128420412540436,209.60498046875,322.7496337890625
760,0.6011389493942261,0.5459611415863037,0.3892034888267517,0.18095584213733673,209.87420654296875,322.9297180175781
759,0.5992555618286133,0.5448821187019348,0.387827605009079,0.1806878298521042,210.14407348632812,322.9454040527344
758,0.5973732471466064,0.543766975402832,0.3864670991897583,0.1804167777299881,210.41464233398438,322.9248046875
757,0.5955339670181274,0.542658805847168,0.3851453363895416,0.1801554411649704,210.68580627441406,322.75341796875
756,0.5938433408737183,0.5416271090507507,0.383945107460022,0.17993468046188354,210.95758056640625,322.39324951171875
755,0.5921884775161743,0.5406444072723389,0.38273459672927856,0.17972198128700256,211.22994995117188,322.0194091796875
754,0.590400755405426,0.5396485328674316,0.38148218393325806,0.17948274314403534,211.50299072265625,321.677490234375
753,0.588493824005127,0.5386571288108826,0.380246639251709,0.17922653257846832,211.77662658691406,321.342041015625
752,0.5866370797157288,0.5376406908035278,0.37903451919555664,0.17897671461105347,212.05091857910156,321.11480712890625
751,0.5849134922027588,0.5365850925445557,0.3777945637702942,0.17873921990394592,212.32583618164062,321.085693359375
750,0.5831425189971924,0.5354119539260864,0.37643682956695557,0.17847000062465668,212.60133361816406,321.1745300292969
749,0.5812082290649414,0.5341335535049438,0.374942421913147,0.17815075814723969,212.87747192382812,321.3410949707031
748,0.579195499420166,0.532849907875061,0.3733651041984558,0.1778094619512558,213.1542205810547,321.57183837890625
747,0.5772046446800232,0.5316629409790039,0.3718473017215729,0.17748570442199707,213.4315643310547,321.77862548828125
746,0.5753623247146606,0.5306577086448669,0.37053829431533813,0.1772223263978958,213.70950317382812,321.7763671875
745,0.573630690574646,0.5297135710716248,0.3693954348564148,0.17699745297431946,213.9880828857422,321.5302734375
744,0.5716893672943115,0.5285744667053223,0.36804163455963135,0.17669892311096191,214.26730346679688,321.32696533203125
743,0.5693154335021973,0.5271064639091492,0.36632847785949707,0.17626428604125977,214.54708862304688,321.3758850097656
742,0.5668530464172363,0.5256078243255615,0.36455538868904114,0.17580558359622955,214.82740783691406,321.3896179199219
741,0.5647647380828857,0.5244473814964294,0.36311185359954834,0.17546972632408142,215.10824584960938,321.08172607421875
740,0.5628613829612732,0.5234475135803223,0.3617532551288605,0.17518547177314758,215.38963317871094,320.8280944824219
