mode,gap_mae,gap_rmse,full_mae,full_rmse,psnr
base,0.6819558143615723,1.298668622970581,0.06513750553131104,0.4013615846633911,7.929284572601318
hybrid_sampler,0.5940449833869934,1.117246150970459,0.05674063786864281,0.3452918529510498,9.236272811889648
