epoch,beta_kl,lr,adv_active,train_loss,train_recon_loss,train_kl_loss,train_gen_loss,train_disc_loss,train_adaptive_weight,train_full_mae,train_full_rmse,train_psnr,val_loss,val_recon_loss,val_kl_loss,val_full_mae,val_full_rmse,val_psnr,val_diagnostic_gen_adv,val_diagnostic_disc_real,val_diagnostic_disc_fake
22,5e-05,0.0001,0,0.0407527687743306,0.040434180869162,6.371758506393433,0.0,0.0,0.0,0.0721480593219399,0.1626681444942951,15.869801856231687,0.0419333641678094,0.0416178107410669,6.311068561553955,0.0731909091174602,0.1626997359991073,15.957530349731446,66.36634848022462,-66.43774102783203,-66.36634848022462
23,5e-05,0.0001,0,0.0401194004565477,0.0398044332534074,6.299344243240356,0.0,0.0,0.0,0.0715916046798229,0.1616048949539661,15.929060144805907,0.0412988262623548,0.0409835463017225,6.305601360321045,0.0723556000888347,0.1617138319015502,16.008419189453125,66.19414013671874,-66.43774102783203,-66.19414013671874
24,5e-05,5e-05,0,0.0401550170883536,0.0398411215439438,6.277910430145264,0.0,0.0,0.0,0.0714272384360432,0.1611942788541317,15.949646357727053,0.0402930501550436,0.0399777497202158,6.306007919311523,0.0725779871344566,0.1613718122839927,16.02825387573242,65.8573077392578,-66.43774102783203,-65.8573077392578
25,5e-05,5e-05,0,0.0378580966673791,0.0375515510223805,6.130913087844848,0.0,0.0,0.0,0.0697886470615863,0.1587957860589027,16.077472799682617,0.0384070335105061,0.0381047798842191,6.04507133102417,0.0710294078439474,0.1591425233483314,16.152488822937013,66.19683547973632,-66.43774102783203,-66.19683547973632
26,5e-05,5e-05,0,0.0375276128441095,0.0372318368405103,5.9155197410583495,0.0,0.0,0.0,0.0694623324111104,0.1581708866477012,16.113040773773193,0.0381752002388238,0.0378840387761592,5.823230854034424,0.0708318972736597,0.1585960354804992,16.18243586730957,66.27664041137696,-66.43774102783203,-66.27664041137696
27,5e-05,5e-05,0,0.0373589949697256,0.0370695428155362,5.789043089294434,0.0,0.0,0.0,0.0692000080913305,0.1576387517750263,16.141127326965332,0.0382264891713857,0.0379431770592927,5.666242427825928,0.0706077896952629,0.1582426170706748,16.202319152832033,66.34954153442382,-66.43774102783203,-66.34954153442382
28,5e-05,5e-05,0,0.0372581675581634,0.0369727833047509,5.707684674072266,0.0,0.0,0.0,0.0689502569571137,0.1571045256078243,16.169152227783204,0.0381398916840553,0.0378563962951302,5.669906234741211,0.0703663684427738,0.1576032425761223,16.237037284851073,66.14164016723633,-66.43774102783203,-66.14164016723633
29,5e-05,5e-05,0,0.0370576667629182,0.0367752437457442,5.648461095046997,0.0,0.0,0.0,0.0686839427858591,0.1566086617469787,16.195579862976075,0.0381287470906972,0.0378462563455104,5.649817245483399,0.0700230646729469,0.1567850560545921,16.282819763183593,66.17199862670898,-66.43774102783203,-66.17199862670898
30,5e-05,5e-05,0,0.0367238377138972,0.0364435525938868,5.605701935195923,0.0,0.0,0.0,0.0683329348266124,0.1559729239344597,16.227787217712404,0.0375103210136294,0.0372320328503847,5.565765533447266,0.069568167194724,0.1561883044242858,16.31671659851074,65.84017083740234,-66.43774102783203,-65.84017083740234
31,5e-05,5e-05,0,0.036466768296808,0.0361893691338598,5.547982999801636,0.0,0.0,0.0,0.0680548726007342,0.1552171298801899,16.28033715515137,0.0369803218841552,0.0367030911147594,5.544613136291504,0.0693017918765544,0.1553290792107582,16.365314056396485,66.19709954833985,-66.43774102783203,-66.19709954833985
32,5e-05,5e-05,0,0.0365194013148546,0.0362436710447073,5.514606370925903,0.0,0.0,0.0,0.0679112420812249,0.1549061006486415,16.29447532272339,0.0376505732834339,0.037375298410654,5.5054946136474605,0.0694980710446834,0.1556523180007934,16.346313842773437,65.9406845703125,-66.43774102783203,-65.9406845703125
33,5e-05,5e-05,0,0.0361235200285911,0.0358495946377515,5.478508011627198,0.0,0.0,0.0,0.0675321062117815,0.1542051936566829,16.329800577545168,0.0383544625937938,0.0380788826793432,5.5115983543396,0.0696160255074501,0.1554408304095268,16.35890355682373,66.40185140991211,-66.43774102783203,-66.40185140991211
34,5e-05,5e-05,0,0.0361086494021117,0.0358352541074156,5.46790626373291,0.0,0.0,0.0,0.0673438468784093,0.153826020681858,16.34785964202881,0.0376735360324382,0.0373992408961057,5.485903671264649,0.0689165996909141,0.1541476415395736,16.43259331512451,66.00451876831055,-66.43774102783203,-66.00451876831055
35,5e-05,2.5e-05,0,0.035806949108839,0.0355344390630722,5.450200763320923,0.0,0.0,0.0,0.0670434217005968,0.153124518930912,16.39346169281006,0.0374277859851717,0.0371537858098745,5.4800032081604,0.0686633112877607,0.1543488441705703,16.42338995361328,66.53961248779297,-66.43774102783203,-66.53961248779297
36,5e-05,2.5e-05,0,0.0348116734556853,0.0345406629405915,5.420210460662842,0.0,0.0,0.0,0.0663952501565218,0.1520143688440323,16.46177783126831,0.0357719391360878,0.0355026284754276,5.386211925506592,0.0679317012280225,0.1526765663623809,16.516700576782227,66.26036883544921,-66.43774102783203,-66.26036883544921
37,5e-05,2.5e-05,0,0.0348121677011251,0.0345444274678826,5.354804662704468,0.0,0.0,0.0,0.0662479096770286,0.1516277378857135,16.484379194641114,0.0356173558160662,0.0353476178646087,5.3947593688964846,0.0676514344364404,0.152266074180603,16.541143463134766,66.23768862915038,-66.43774102783203,-66.23768862915038
38,5e-05,2.5e-05,0,0.0345834726177156,0.0343172619268298,5.324213249206543,0.0,0.0,0.0,0.0660421027824282,0.1513274901390075,16.492684461212157,0.0357263098061084,0.0354605013504624,5.316167964935302,0.0675966403484344,0.1520460459589958,16.5535757522583,66.38109201049805,-66.43774102783203,-66.38109201049805
39,5e-05,2.5e-05,0,0.0344924080662429,0.0342280035860836,5.2880896381378175,0.0,0.0,0.0,0.0658859440654516,0.1509341123461723,16.516577270507813,0.0353505732715129,0.0350863693132996,5.284075866699219,0.0673864874988794,0.1516387228965759,16.576752731323243,66.16300592041016,-66.43774102783203,-66.16300592041016
40,5e-05,2.5e-05,0,0.0344324201233685,0.0341689105816185,5.270190968322754,0.0,0.0,0.0,0.0657378282740712,0.1504712619960308,16.550104837036134,0.0358330036103725,0.0355683206841349,5.293656608581543,0.0674099619090557,0.1517276642918586,16.571711463928224,66.40869921875,-66.43774102783203,-66.40869921875
41,5e-05,2.5e-05,1,0.0412024289019405,0.0486792802259326,5.4176856151580814,-0.0091812490356271,0.9914207892417908,0.3240142595253885,0.0919927555382251,0.2028643594980239,14.019908016967774,0.0550522910058498,0.0547773103117942,5.499614521026611,0.1055388597846031,0.2251323269605636,13.079632873535155,-0.4765782601833343,0.5861803269386292,0.4765782601833343
42,5e-05,2.5e-05,1,0.0378835028789937,0.0423719642281532,5.291510298538208,0.0344711900332977,0.9399686633110046,0.094006534156762,0.0820757450103759,0.1840218231678009,14.792894972229004,0.0460257839858532,0.0457683591097593,5.148495632171631,0.0886312261521816,0.1956336987614631,14.32645388031006,-0.6852031908035279,0.7475814828872681,0.6852031908035279
43,5e-05,1.25e-05,1,0.0421820008218288,0.0433064347684383,5.219748459625244,0.104592346571794,0.9299865562915802,0.0796801847830414,0.0830606375157833,0.1860093917906284,14.710184313964843,0.0496594386994838,0.0493994010686874,5.200749027252197,0.0942574811577797,0.2083141969442367,13.766896507263183,0.2134244875200092,-0.0614943641554564,-0.2134244875200092
44,5e-05,1.25e-05,1,0.0415274199083447,0.0402547017022967,5.198015451431274,0.2346920903002843,0.8818668241739273,0.0276469569930806,0.0783989268690347,0.1785655923247337,15.060689381408691,0.0399197641164064,0.0396594908684492,5.205465034484863,0.0765799919813871,0.1728973811864853,15.431117866516113,-0.866879785656929,1.6260572662353516,0.866879785656929
45,5e-05,1.25e-05,1,0.04019871045053,0.0388656297415494,5.158727410507202,0.458422882222943,0.8098645663142204,0.0119847764461766,0.0756855841010809,0.1735606223940849,15.299033736419675,0.0406051493734121,0.0403486434817314,5.130119121551513,0.07817903393507,0.1757129107713699,15.28356004333496,-0.0669277693014591,0.3808009677566588,0.0669277693014591
46,5e-05,1.25e-05,1,0.0413852700486779,0.0400779247328639,5.124943502426148,0.3983807353451848,0.8204990481853485,0.0181235772052779,0.077821354445815,0.177430353140831,15.113113960266114,0.0409906114190816,0.0407330562472343,5.151103282928466,0.0786668842136859,0.1783011949062347,15.156770370483398,-0.0993088731803,0.6274915530174039,0.0993088731803
47,5e-05,6.25e-06,1,0.0405186601787805,0.039130259566009,5.115117208862305,0.4200621283588931,0.7938598482966424,0.0129467239972203,0.0760254800394177,0.1747477298796177,15.248832360839844,0.039288135766983,0.0390316238254308,5.130240047454834,0.0752090099155902,0.1693558382391929,15.607256294250488,1.5525319948196412,0.4473707641605288,-1.5525319948196412
48,5e-05,6.25e-06,1,0.0385827165737748,0.0372362321771681,5.123232962417602,0.9496879872892984,0.6253756128013134,0.0047769130143336,0.0728083228722214,0.1675182807505131,15.6139125579834,0.0437630629688501,0.0435086099505424,5.089061840057373,0.0839503465592861,0.1879031233787536,14.679783142089844,0.7935149167776108,0.2656415645908564,-0.7935149167776108
49,5e-05,6.25e-06,1,0.0384205619141459,0.036957310013473,5.10983427772522,1.2080090888057369,0.5707713340207934,0.003957223173161,0.0723698249012231,0.1664725814700126,15.660208812713623,0.0384836730211973,0.0382271865457296,5.129728397369385,0.0744422526657581,0.168597136259079,15.634174674987792,2.5932492532730103,-0.5228937024474144,-2.5932492532730103
50,5e-05,6.25e-06,1,0.0386802495591342,0.0372238479420542,5.096707535934448,1.112630517179519,0.5732956865489482,0.0044959472749382,0.072838086490333,0.1676922180831432,15.595070625305176,0.0384009470492601,0.0381458117812871,5.102705799102783,0.0739941062778234,0.1672462192177772,15.702877342224122,0.3764221140220761,2.0440619535446167,-0.3764221140220761
51,5e-05,3.125e-06,1,0.0384518221229314,0.0369434694327414,5.08369055557251,1.330894150006771,0.5273614643007517,0.003610983397928,0.0724149443343281,0.1667348971247673,15.64497422180176,0.0373272193446755,0.0370717383474111,5.109617378234863,0.0720846823453903,0.1626916950941085,15.9450883102417,1.7113499447107314,2.366514978408813,-1.7113499447107314
52,5e-05,3.125e-06,1,0.037074813883006576,0.03550203974545002,5.090858164596558,2.5394202199548483,0.26984651813197996,0.0017255983582115733,0.0694344935014844,0.15921971653699876,16.046742386627198,0.03698531047999859,0.036730213686823845,5.101934745788574,0.07131396819651127,0.16095711594820022,16.0342797164917,3.181419795036316,2.2067866220474244,-3.181419795036316
53,5e-05,3.125e-06,1,0.03734570736587048,0.03568344450891018,5.0847011493682865,2.540581148756016,0.2732189791965851,0.0020356276695383713,0.06990977828800678,0.16044431307315826,15.981284902954101,0.037474106535315514,0.037219109550118444,5.099939170837402,0.0725208384692669,0.16404350090026856,15.861695289611816,4.1973726863861085,0.4708246862422675,-4.1973726863861085
54,5e-05,3.125e-06,1,0.03751468681544066,0.0358135039947927,5.076560201263428,2.552017077246308,0.26343590629704705,0.001974894731445238,0.07030371686220169,0.16149787999391554,15.92466731414795,0.036695864379405974,0.03644112811982632,5.094727436065674,0.07085728193819522,0.15996756732463838,16.088101509094237,1.5799269755035639,4.7364801540374755,-1.5799269755035639
55,5e-05,3.125e-06,1,0.037159766502678396,0.03553571221232414,5.071335604858398,2.891576818681846,0.25872236461705067,0.001651166400220245,0.06967409967184067,0.16003141367435456,15.998833716583253,0.03652683056145906,0.03627217185497284,5.093175231933594,0.07051411353051662,0.15923941296339034,16.12801424407959,0.4984208689555526,6.151957223892212,-0.4984208689555526
56,5e-05,3.125e-06,1,0.03718201271593571,0.0355102149233222,5.0661454719543455,3.0157761841103436,0.2383608121485474,0.0015824179736780935,0.06967090327441693,0.16003920727968216,15.996386288452149,0.03641763286292553,0.036163179598748686,5.089065738677979,0.07028929218649864,0.15836031502485276,16.177695930480958,1.576555055975914,5.999036909103394,-1.576555055975914
57,5e-05,3.125e-06,1,0.037075450582802295,0.035404628482460974,5.063272578048706,3.0263639375552533,0.23205267371599148,0.0015537378399632872,0.06949081471264362,0.15940003088712693,16.026870137786865,0.03675852694362402,0.03650457187741995,5.079101512908935,0.0711636679917574,0.1603866304755211,16.06028546142578,3.96697252368927,2.512323834180832,-3.96697252368927
58,5e-05,3.125e-06,1,0.03721722760796547,0.03550811639130116,5.057397673797608,2.9798790575228633,0.24374104417774115,0.0017213242725119926,0.06968718353658915,0.15962724567651748,16.02476604156494,0.03785162451863289,0.03759853544831276,5.061781341552734,0.07356855124235154,0.16670884424448013,15.706650024414062,2.094655073046684,1.5066472450494766,-2.094655073046684
59,5e-05,3.125e-06,1,0.03691607229560614,0.035350359174609186,5.052577855682373,3.0536737634174527,0.22070069990096972,0.001471902143076295,0.0694018800675869,0.15916531486511232,16.041150722503662,0.03665918989479542,0.03640592010319233,5.065397994995117,0.07101402822136879,0.16014230650663375,16.070786445617674,3.315741520881653,3.2205851330757143,-3.315741520881653
60,5e-05,1.5625e-06,1,0.03697125898599624,0.03534256684407592,5.0476976474761965,3.032047977169603,0.2141673893379826,0.0015339821469504387,0.0693952513590455,0.15904311781525612,16.044949198913574,0.0365262139365077,0.03627297600358725,5.064760204315186,0.07067949935793877,0.159076408803463,16.13128993988037,6.77446099281311,0.2439036240875721,-6.77446099281311
61,5e-05,1.5625e-06,1,0.03601221116781235,0.03455763191580773,5.050775096893311,4.390613033819198,0.10198064625113436,0.000902932144375518,0.06769289897233248,0.15463005479574204,16.30329381637573,0.03563762326538563,0.035384063072502615,5.071206909179687,0.06873152945935726,0.15436820983886718,16.404214134216307,2.879504423454404,8.952774108886718,-2.879504423454404
62,5e-05,1.5625e-06,1,0.03615445724278688,0.03457327301502228,5.050158980560303,4.20255745987501,0.11370419534542357,0.0010404606464027894,0.06776469192802906,0.15489948464035988,16.285401725006103,0.03603903417289257,0.03578597983717918,5.061088314056397,0.06959363141655922,0.15655482137203217,16.27430207824707,5.11971591758728,5.2377232093811035,-5.11971591758728
63,5e-05,1.5625e-06,1,0.036156907191872596,0.034536461612582205,5.047803067779541,4.340844168817997,0.10195846695280861,0.0010321228114305995,0.06770511852949858,0.15481752886772157,16.288638832092285,0.03585061915963888,0.03559694585949182,5.0734661750793455,0.06922553327679634,0.15566944926977158,16.326585929870607,4.1000745458602905,5.492991147994995,-4.1000745458602905
64,5e-05,1.5625e-06,1,0.03608802732974291,0.03447416042909026,5.046100866699219,4.4492502511858945,0.09224181204766595,0.000994839076657081,0.06758633511215448,0.15455662581920623,16.302113847351073,0.0359182398468256,0.03566509305685758,5.062939029693603,0.06943513333797455,0.1561421177983284,16.295700637817383,4.9264179134368895,4.849495239257813,-4.9264179134368895
65,5e-05,1.5625e-06,1,0.036106394995749,0.034506130105257035,5.044138877487183,4.392536928921938,0.09418393321121153,0.0010279328959528356,0.06767366864532233,0.15473325070142746,16.290898294067382,0.035475144185125825,0.03522190244495869,5.064835586547852,0.06845481999218464,0.15377163481712341,16.439849296569825,5.630600017547607,6.764365392684937,-5.630600017547607
66,5e-05,1.5625e-06,1,0.036295869199186565,0.034614929919689896,5.04079718170166,4.286860959839821,0.10078282254202223,0.001130713007063605,0.06792722395807504,0.1554004550218582,16.25216559753418,0.03588235254585743,0.03562943798303604,5.058292343139648,0.06940595899522305,0.15611338794231414,16.29911806488037,7.324846145629883,2.485984578192234,-7.324846145629883
67,5e-05,1.5625e-06,1,0.03600158545821905,0.034367824837565425,5.041161274337768,4.693854053910076,0.0775828413094393,0.0009740623830584809,0.06739177833497524,0.15393396003246307,16.340666425323487,0.035550469554960724,0.03529757264256477,5.0579369964599605,0.0686570087224245,0.15424582427740097,16.40990818786621,4.694649179458618,7.346806945800782,-4.694649179458618
68,5e-05,1.5625e-06,1,0.03604191281199455,0.03435332491770387,5.039660998916626,4.603206588545442,0.07298836134486607,0.001029197959433077,0.06736702443659305,0.15389589121341704,16.341201348876954,0.035589708261191844,0.035336673885583876,5.060686801910401,0.06876982943713665,0.154413026034832,16.39995625305176,4.099868916511536,8.22339728164673,-4.099868916511536
69,5e-05,1.5625e-06,1,0.03606319167762995,0.034403169083595274,5.037098446273804,4.5624419933378695,0.07673173013343892,0.0010343968838162254,0.06749190914332867,0.15416308962702752,16.32571625442505,0.035450913213193415,0.035197954945266244,5.059165000915527,0.06850490549206734,0.1538656030893326,16.432469993591308,6.075712345123291,6.198162811279297,-6.075712345123291
70,5e-05,1.5625e-06,1,0.036189573435485366,0.034448500765860084,5.034727266693115,4.514997086943686,0.07590333272609308,0.0010934298671607394,0.06760975029468537,0.15451126640439033,16.301126457977293,0.035731706507503985,0.03547922237962484,5.049681938171386,0.06917010150849819,0.15542724376916886,16.338682678222657,4.0225404317379,6.272732124328614,-4.0225404317379
