epoch,lr,train_loss,train_noise_loss,train_latent_loss,train_retrieval_strength_mean,train_fusion_weight_entropy,val_loss,val_noise_loss,val_latent_loss,val_retrieval_strength_mean,val_fusion_weight_entropy
29,5e-05,0.2486539089713043,0.0630090744457781,9.28224213921224,0.4742513946450937,1.0913575106916336,0.0933623962337151,0.0432762628188356,2.504306729882956,0.4960532058030367,1.09443973377347
30,5e-05,0.5333042408402164,0.0620021195873951,23.565106750296327,0.4717059102111731,1.0908801151921574,0.1269192426698282,0.0454256868688389,4.0746778240427375,0.4691977277398109,1.0943786278367045
31,1.25e-05,0.3388072118139305,0.0606336889270776,13.908676479761592,0.4724026722268175,1.0906587088831698,0.0799133438849821,0.043275371659547,1.8318986501544716,0.4872245416045189,1.09415115788579
32,1.25e-05,0.2857802962890258,0.0604370518650014,11.267162574365878,0.4777508983596826,1.091054945708083,0.1103684841655194,0.0421413918957114,3.4113547056913376,0.465954246930778,1.094322133809328
33,1.25e-05,0.2341719386510003,0.0582553962120613,8.795827328016202,0.4740325057278045,1.0910824346847046,0.087605805019848,0.0418557079974561,2.287504973821342,0.474842919036746,1.0942467972636225
34,1.25e-05,0.3010464521309438,0.0609648942042844,12.004078078289002,0.474407587950222,1.090971277925534,0.0844379320042207,0.0413836480583995,2.152714121155441,0.4708304097875952,1.0941874533891678
35,1.25e-05,0.363401148575373,0.0588432024843014,15.227897402101432,0.4737187667776601,1.0909044087504427,0.0510282042669132,0.0401643848163075,0.5431909961625934,0.465532167814672,1.094180766493082
36,1.25e-05,0.253036980109569,0.059474218958102,9.6781380629768,0.4753289428381874,1.0909674601813857,0.1148098792182281,0.0429431064985692,3.593338618054986,0.4633451318368315,1.0939752720296383
37,1.25e-05,0.2388719241506756,0.05845866322565,9.02066320085678,0.4767780228735159,1.0907663240219458,0.0911274378886446,0.0400813119485974,2.5523063987493515,0.4797871503978967,1.0939538329839706
38,1.25e-05,0.3016354224076286,0.0560175923053353,12.2808918303575,0.4774302905931259,1.090772356088169,0.0764861499192193,0.0407795484643429,1.7853300599381328,0.4665168095380068,1.0940626971423626
39,1.25e-05,0.1880448934392997,0.0584077791165048,6.48185600716466,0.4708323572961667,1.090971756666994,0.0791256892262026,0.0407346912543289,1.9195499140769243,0.4649834213778376,1.0942514762282372
40,1.25e-05,0.1315482048252329,0.0582093107231413,3.666944748201309,0.474419284647646,1.0912112199460355,0.0716410406166687,0.0397420889930799,1.594947649165988,0.4774582665413618,1.094526819884777
41,1.25e-05,0.2396123325124906,0.056843948214294,9.13841931221965,0.4757740854645689,1.0911784469129178,0.0491021980997175,0.039460752857849,0.4820722825825214,0.4759850185364485,1.094386611133814
42,1.25e-05,0.10771722969012901,0.05787807470336318,2.4919577342824053,0.4825477760059003,1.0911039418686692,0.05172038124874234,0.041336162481456995,0.5192109504714608,0.4849167410284281,1.094497449696064
43,1.25e-05,0.32071518751617056,0.057468740013651196,13.162322673553858,0.476856510098369,1.0911677630183796,0.07609945093281567,0.0418975189095363,1.7100966572761536,0.4723404739052057,1.0943603850901127
44,1.25e-05,0.25124096963257075,0.05898944580088408,9.612576422266686,0.4763735504196094,1.0910630923109694,0.051746611134149134,0.04078909772215411,0.5478757005184889,0.49087961204349995,1.0943229496479034
45,1.25e-05,0.28874104398603256,0.05569601543366719,11.652251731854276,0.4765395351682608,1.0909976677391857,0.05141578253824264,0.038738696137443185,0.633854329586029,0.47808207757771015,1.0942321009933949
46,1.25e-05,0.3689382153982743,0.05634786441517524,15.629517856973429,0.4764503546225758,1.0909705516248465,0.06824576552025974,0.04056885890895501,1.383845363277942,0.46254252549260855,1.0941258557140827
47,1.25e-05,0.32856521654290893,0.054693780416926255,13.693571989528667,0.47761568731774157,1.0908591305485928,0.07163597224280238,0.03975548793096095,1.594024183228612,0.47348934318870306,1.0939263179898262
48,1.25e-05,0.29036426717956987,0.05723906486940841,11.656260050618991,0.481712542878934,1.090608586137668,0.1160652645630762,0.03770173469092697,3.9181765243411064,0.4750572517514229,1.0936805680394173
49,1.25e-05,0.391859283260168,0.056541358909239406,16.76589651629567,0.4736841924655171,1.0904449791953967,0.05233491607941687,0.0420123923686333,0.5161261931061745,0.4844851577654481,1.0934889912605286
50,1.25e-05,0.16370158861525141,0.05655287312099728,5.357436067665728,0.475778822319957,1.090363568391282,0.05087928520515561,0.04019959270954132,0.5339846462011337,0.4665929637849331,1.0935186259448528
51,1.25e-05,0.287268655499616,0.05824980934183247,11.450942855863905,0.4789582244313944,1.0901225569149176,0.0479118840303272,0.03765515558188781,0.5128364218398929,0.4684729091823101,1.0931377336382866
52,1.25e-05,0.35586206975598306,0.05508668057192057,15.03876983738555,0.4755661881769808,1.0900536230958688,0.051182608935050666,0.04035611543804407,0.5413246974349022,0.4591185776516795,1.0931351855397224
53,1.25e-05,0.3517948200884528,0.0550646360654134,14.836509501115202,0.47335570926864307,1.08997836699501,0.07385093288030475,0.04128997877705842,1.6280477801337838,0.4744729232043028,1.0930556170642376
