gap_seconds,n_samples,gap_mae,gap_rmse,full_mae,full_rmse,psnr
0.5,47,0.33144543359571316,0.6834682720772763,0.006956737702761955,0.0987908540967297,21.381180580626143
1.0,162,0.3917629232423173,0.844842137929834,0.014823047162528023,0.16392347195910084,16.19806714705479
2.0,230,0.4526039419290812,0.9899167168399562,0.030068794791789158,0.25480049492224405,12.146327236424321
3.0,228,0.44001650771028117,0.9997233693536959,0.0438302545154696,0.31541233032680394,10.186593932017946
4.0,218,0.525562127932496,1.1401476698731063,0.07037561180907378,0.4172004124987016,7.816664000169946
5.0,115,0.5018058716279009,1.0940331811490267,0.07952770249837118,0.4356950301191081,7.748005786149398
